16	Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.	3240	Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.
16	The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.	4984	The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.
16	There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.	10051	There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.
16	The presidents own advisers have said theres a war on coal.	8848	The presidents own advisers have said theres a war on coal.
17	The presidents own advisers have said theres a war on coal.	8848	The presidents own advisers have said theres a war on coal.
17	Says Joe Manchin "supported Obama and Clinton's campaigns to kill coal jobs."	1302	Says Joe Manchin "supported Obama and Clinton's campaigns to kill coal jobs."
17	Says that President Obama said in 2008 that his proposed greenhouse gas regulations "will bankrupt" anyone who wants to build a new coalfired power plant.	13424	Says that President Obama said in 2008 that his proposed greenhouse gas regulations "will bankrupt" anyone who wants to build a new coalfired power plant.
17	Obama, Biden and their liberal allies oppose clean coal.	15941	Obama, Biden and their liberal allies oppose clean coal.
17	The [Obama] administrations regulatory assault on coalfired energy has put thousands of Americans out of work	5262	The [Obama] administrations regulatory assault on coalfired energy has put thousands of Americans out of work
17	Says he "beat (President Barack) Obama at the Supreme Court, saving coal jobs."	1587	Says he "beat (President Barack) Obama at the Supreme Court, saving coal jobs."
18	The EPA director under Obama said the Clean Power Initiative would have no effect on manmade CO2 emissions. That's what she said. Go look it up.	3461	The EPA director under Obama said the Clean Power Initiative would have no effect on manmade CO2 emissions. That's what she said. Go look it up.
19	We are now, very proudly, an exporter of energy to the world.	2465	We are now, very proudly, an exporter of energy to the world.
19	We have become an energy exporter for the first time ever just recently.	2974	We have become an energy exporter for the first time ever just recently.
19	Says the United States is "the Saudi Arabia of coal."	13032	Says the United States is "the Saudi Arabia of coal."
19	The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.	4984	The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.
19	We are now, for the first time ever, energy independent.	4151	We are now, for the first time ever, energy independent.
22	We have become an energy exporter for the first time ever just recently.	2974	We have become an energy exporter for the first time ever just recently.
22	We are now, very proudly, an exporter of energy to the world.	2465	We are now, very proudly, an exporter of energy to the world.
22	Says the United States is "the Saudi Arabia of coal."	13032	Says the United States is "the Saudi Arabia of coal."
22	There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.	10051	There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.
35	Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.	5001	Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.
38	On the VA "Over 300,000 veterans have died waiting for care."	5760	On the VA "Over 300,000 veterans have died waiting for care."
38	41,200 veterans in Florida "dont have health care because Scott didnt expand Medicaid."	7814	41,200 veterans in Florida "dont have health care because Scott didnt expand Medicaid."
38	We're losing thousands of (veterans) waiting on line because they can't get speedy health care from the Veterans Administration.	4891	We're losing thousands of (veterans) waiting on line because they can't get speedy health care from the Veterans Administration.
59	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	3661	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.
59	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.	497	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.
